50
726	857	928	2303	244	1678	2491	1832	1221	1405	1817	907	464	346	757	1742	1195	1101	561	802	1519	327	291	1332	1329	1492	1230	1375	2245	1875	76	2083	1020	2276	1455	441	1010	1896	42	984	730	1180	416	1095	107	2372	2086	1655	536	917	
1521	1038	259	665	812	1910	950	1895	543	639	2148	2172	1372	20	71	1227	2258	2310	1929	1303	852	1945	386	2268	2277	173	2396	2165	1445	1900	2404	898	1218	890	2241	793	353	831	1836	2035	271	902	2408	1200	582	7	2297	277	1485	690	
1063	1043	2477	2334	2274	2085	1857	566	404	524	855	1139	109	164	2069	2261	2010	2046	77	512	1160	128	1748	2463	1012	544	924	279	738	716	157	801	1130	1542	552	1454	1736	1350	1473	1979	1549	347	590	739	414	294	387	1816	1354	1175	
43	2197	1806	2115	63	1083	1366	773	2316	2032	130	1238	2212	203	1653	1430	1326	1527	1100	2103	2264	1838	1998	1357	2121	2193	2181	2449	2128	1545	656	332	1003	174	980	2230	1728	606	710	822	74	152	728	2195	1794	343	938	2075	1796	1152	
163	816	1750	225	1234	121	10	202	57	1015	1474	1701	540	1611	1717	940	310	1987	1789	26	920	2489	1931	668	509	2159	982	1450	2025	1848	1197	2199	1135	939	1164	2306	765	263	2479	1656	2204	588	242	696	752	337	1013	1009	867	445	
181	1115	1633	1148	2073	2189	172	2259	1442	2156	176	612	1050	1363	1463	1170	150	1548	2437	2267	2400	929	2033	1241	2007	1737	1235	365	2387	1113	1795	1714	2176	217	1469	1676	111	2040	2482	65	94	2119	788	2378	1798	2385	888	1486	2	1093	
1751	1092	2180	2256	1689	507	1327	774	1297	1573	12	1127	2153	447	1305	1551	403	2411	18	1525	903	463	1822	1001	1178	1328	120	1560	1512	2438	1461	105	1119	1837	1162	820	1520	1682	2324	988	131	1705	325	2184	2399	1395	1032	1660	340	309	
1021	1554	2231	266	1298	741	549	2044	2283	1142	1428	1229	1039	1116	933	795	2164	1955	379	1128	784	196	2339	1219	135	705	134	535	1766	519	477	1334	2388	2467	213	1735	434	1449	1204	1918	1834	1681	316	1710	1254	168	860	2163	53	2327	
2492	1898	571	371	908	1333	1797	2251	1745	1388	2266	595	248	1760	2431	1425	832	250	288	1025	2160	1793	2441	1408	2418	35	1212	2343	1922	735	1826	2123	2109	456	2158	2356	1225	2079	2052	1991	1226	2084	530	1381	1007	1280	454	329	1027	183	
2082	603	2466	1316	977	1609	547	488	1686	1290	1340	369	306	423	1738	680	1774	2224	2055	945	357	2294	1435	1607	2161	706	1571	461	1823	1404	1318	1672	1263	546	1671	214	273	153	2094	659	1996	1324	664	1808	378	1462	1885	351	2166	1903	
702	474	2451	666	167	797	282	455	229	866	1153	495	2291	1358	83	2460	1732	1216	729	1406	2162	1695	28	1412	1189	2187	657	925	1920	1362	1707	700	207	1409	411	818	1709	367	1114	1617	713	2370	2307	715	990	2279	1550	2253	545	1636	
2200	856	1976	1583	216	1167	21	1304	951	1539	1057	1647	410	1833	1269	1769	1563	1006	479	2070	1843	1765	689	2485	1956	807	2171	2456	1070	1606	1517	593	1778	1271	1708	2050	2452	2440	169	155	1567	16	905	2155	2227	845	931	1561	419	1438	
912	2263	2495	2192	1061	554	1665	701	709	2425	660	2476	2319	870	585	935	1470	667	1082	553	2473	452	2000	1397	1123	324	1697	1975	2087	1131	772	2246	654	1580	637	1535	909	1659	335	1206	652	1330	473	1407	799	1121	211	708	745	54	
1336	2416	1368	1343	790	401	1734	1687	1348	1908	555	2332	191	443	833	1531	485	37	1924	1239	108	2133	2354	647	1574	428	502	361	2208	997	188	391	1577	1187	883	2237	1933	2203	611	961	958	2470	2289	1921	2382	2314	2058	1761	1275	2481	
283	1673	959	1839	1775	1301	405	1496	1483	1495	1294	1067	572	1566	373	2260	1623	1959	2059	370	1439	1207	2003	598	821	1341	578	2313	2257	399	305	1088	1952	996	632	1359	2401	1556	2368	1590	478	2351	677	682	323	1870	397	2017	672	1939	
1871	692	2358	382	257	96	1261	1741	1246	2167	1818	1446	573	1506	1285	1584	1943	1570	1018	1772	1716	944	1856	67	2475	448	293	195	1490	1957	1434	1743	621	1591	1811	494	1966	900	1087	1157	1645	147	670	842	1392	385	2021	1961	127	2284	
1296	881	1422	1897	623	748	2346	1788	529	510	609	52	1098	1536	658	1575	1553	601	240	1104	1876	661	2490	1873	2392	2037	777	198	2019	493	527	2038	1262	541	1190	1950	1036	1730	47	50	1923	2374	355	751	2114	862	1255	435	1683	2320	
2432	1484	1954	1360	2045	1739	374	2464	882	587	1928	732	901	923	1325	2118	2042	182	1122	212	1215	9	2347	1688	1171	1703	1247	2249	564	2056	165	1140	1168	2014	2015	204	1963	1916	1625	1044	2360	1907	2220	610	358	947	743	2112	1459	129	
313	334	2386	782	1203	2179	810	2317	2157	297	1471	1266	457	22	75	823	2207	2175	1977	1376	1523	1272	2371	350	1205	466	1784	596	1964	1041	2132	256	402	1181	1028	707	1680	2067	154	2497	1711	2304	2462	505	1540	390	2365	806	2116	1335	
1024	2013	766	2099	1846	1488	1347	1091	487	649	192	1718	2077	539	568	1373	292	767	1962	633	2290	186	2409	2335	1804	679	1059	426	308	1458	2125	1040	1156	1500	1932	1497	2352	1884	1773	1813	1248	1825	594	811	249	2405	1437	1177	126	932	
133	520	1384	787	1424	179	1002	1702	868	755	2428	1722	1065	1251	974	675	1610	577	697	2225	1030	1960	86	2469	1984	869	1820	2328	1634	2202	911	8	815	1513	233	1426	2134	348	38	1355	4	1302	1457	1620	1559	1109	740	0	1994	88	
1845	408	1223	2102	1102	300	2364	688	2333	1603	2201	1387	864	2484	1547	69	1418	879	714	1163	721	2001	805	1543	1323	1196	440	2369	2280	2006	315	1612	1169	1936	1587	2141	380	23	800	278	2393	2308	1509	1782	1598	1913	1117	490	1498	1669	
1467	655	1413	1764	1758	1508	1692	1342	413	1824	2218	1265	1858	1993	2406	749	2043	994	597	2430	754	2144	1781	1662	122	1801	2018	1055	1731	2173	1618	1859	2498	269	230	1696	768	1213	937	2210	1693	2051	1165	913	1652	846	619	809	1814	987	
1253	853	2117	1759	1502	25	1478	432	1880	450	1640	1309	2340	2113	1605	750	1475	1052	376	1812	2345	2272	2222	1377	1641	2062	617	1076	1385	1	393	2342	1744	1776	1210	312	565	177	2016	1629	1504	91	314	1399	558	2028	2499	1090	1264	1064	
469	1291	1888	1315	518	2397	1466	550	1268	102	804	2145	2395	98	2326	1616	437	118	2185	2154	1202	1951	1126	307	910	580	243	733	2436	783	1664	1352	841	2095	525	1344	534	339	2127	2496	873	301	528	1194	106	934	238	646	1283	1544	
254	599	731	1460	1401	2373	1882	1851	877	1980	1106	392	2413	226	828	1667	1627	483	785	886	2089	19	897	149	2389	62	1097	317	1417	2242	1582	1988	326	1267	1892	1159	489	943	384	302	142	333	1322	1849	1635	2435	1228	2420	2138	1176	
1214	693	484	847	1068	295	2031	1831	1284	719	2366	1132	318	223	113	1725	1337	2321	264	1706	863	2471	930	1909	1183	1351	2140	1940	1853	73	1756	2080	1103	1420	1089	1423	850	640	1608	2206	2137	1749	377	465	1844	267	137	145	1008	628	
556	2455	521	976	836	2252	1056	1014	2367	1308	1803	604	1198	723	417	189	1356	1948	703	2106	1579	919	415	1137	1947	608	2060	2309	422	341	979	2427	859	449	1161	1125	1868	744	1654	1414	78	720	523	922	618	1208	284	2107	1564	1638	
1595	427	1053	993	2375	978	1378	835	686	287	219	1045	1004	591	1967	2273	84	2061	1995	1515	2142	1035	82	2100	1292	1073	1889	1828	727	2108	1810	1188	1827	1259	699	1685	491	87	1569	1084	1949	759	1110	2076	1111	1752	615	2285	899	85	
517	421	258	1601	2221	1599	2020	691	110	34	1295	522	1427	1493	625	354	2053	92	1349	970	1011	1086	2344	876	2398	1927	1299	2129	2182	1572	854	1398	1293	328	2468	184	983	662	1589	1631	1237	1530	103	851	2322	1592	1562	1081	1576	620	
891	1596	2361	725	104	1558	2295	861	1691	583	1799	635	68	1393	1443	2450	1069	813	143	673	781	80	2349	2465	2247	472	651	687	2417	1174	1258	1699	2458	538	574	141	2022	1431	201	290	2275	817	825	1615	1145	2439	1240	965	1236	824	
1865	1613	32	161	602	814	64	1658	345	569	159	694	1278	858	2410	1790	2023	2403	462	717	2072	2143	1755	1985	516	557	1842	1770	2445	1879	2238	1983	1058	2265	228	442	2168	1946	2169	363	2229	222	1698	1902	2215	2298	778	830	459	1663	
1646	458	1465	1419	1552	395	496	1075	758	352	158	1518	1054	1403	2194	972	14	480	531	1049	1733	231	1639	1448	51	1723	1252	1016	424	1060	963	1034	453	1881	1133	1754	1986	1184	1786	1022	2081	650	995	470	648	1905	31	2088	1288	1643	
36	1541	1320	761	1771	829	1935	224	1479	2026	2286	537	644	486	1273	1037	586	2226	2219	2379	1250	1314	1276	887	1650	1444	915	1619	1726	1537	1720	2415	1510	1704	41	1499	576	1029	2391	683	1890	2419	1830	251	444	1072	275	2213	607	1166	
2110	1969	1802	49	1232	2235	1841	336	61	234	1981	2444	948	2453	1597	1847	1370	1046	2126	117	1441	503	412	2412	1289	467	175	2004	1345	1489	770	1155	624	166	95	685	170	2394	1051	389	1526	2002	2448	2190	2130	261	45	48	1505	1805	
2488	871	197	1779	753	2248	1926	1112	1394	2205	206	29	605	2305	140	826	418	2149	1005	2005	2151	372	1621	2301	1914	2414	460	1209	1780	849	669	1279	1191	2136	320	178	645	1077	803	2341	1600	953	245	252	1338	1666	927	215	46	2183	
765	1837	157	575	1399	1476	1300	394	463	1346	1481	1108	1761	410	1935	2183	997	1526	2327	1191	2147	1578	1256	267	1917	442	1644	974	2459	1898	238	2418	856	2441	1348	800	628	180	742	1233	293	802	1603	364	1470	268	1956	1879	2168	1569	
2431	1386	3	1024	206	1485	1413	1624	2448	861	105	965	551	1954	1255	1608	1702	1655	1553	1435	1129	1743	1101	2094	571	1979	805	1405	2139	1064	1911	2291	250	606	1767	794	76	156	666	748	113	610	1192	2037	707	185	1964	1714	2197	547	
2018	526	2033	2113	1267	944	2001	2047	171	1621	252	1065	167	353	35	1275	1768	259	1031	588	2108	2177	2235	646	143	777	1785	1357	299	472	2119	625	165	1025	391	601	1307	907	1422	539	1678	1577	535	2375	1368	822	2384	1374	54	2435	
1887	1506	233	2444	1533	431	1277	2238	904	1943	1890	1437	1719	1877	1186	290	1648	464	1636	2412	1601	1261	1823	361	2142	506	2360	634	474	603	708	1835	1675	937	1293	874	2143	2194	973	2458	462	2490	931	1561	2301	1659	1814	752	1907	2032	
926	1498	1274	1120	1055	188	1972	1115	367	876	755	1723	1242	70	1780	887	2209	1637	1491	1671	664	1260	2106	1982	2159	1477	2015	1285	1166	1674	1687	2264	2070	1697	1902	2105	1994	1680	2342	2447	618	433	657	970	1459	336	801	459	1	501	
1757	162	639	1089	220	1177	1867	1918	869	953	1377	1969	1353	404	1330	1370	2489	1203	2172	118	1847	688	1462	44	1633	2354	46	989	1554	417	2393	1626	1184	49	2323	1003	2438	1685	309	735	698	2278	2136	2134	169	998	2479	1010	395	1976	
1152	1436	543	434	1750	2020	2404	2416	224	34	1136	2081	614	2358	2266	1602	2057	2334	351	1762	2170	446	478	756	150	1382	2408	2286	2383	274	1921	2116	2498	1778	40	555	988	1590	1997	850	2165	2031	1444	2074	1105	590	1756	910	1878	691	
552	2486	1635	1598	237	2290	2491	1876	633	638	693	964	1333	1543	1928	2201	1791	1606	337	563	503	144	826	1493	1494	733	847	1196	941	1321	950	498	1229	411	194	2036	1228	760	663	1919	190	471	53	465	146	1971	582	785	706	1868	
1047	750	1053	2374	2411	1448	586	1290	1927	222	844	962	1896	559	578	2440	163	2307	197	948	2107	1453	1703	2203	1155	2403	1654	1521	566	1484	1663	2184	911	1995	429	1650	1218	2198	945	1514	505	2083	687	1067	554	779	1127	908	583	2472	
2319	348	1349	976	475	1035	1516	1084	2345	2467	1265	1866	240	1411	2138	642	1006	1043	2175	1068	493	2101	1204	1151	1764	1057	741	1069	83	1988	958	366	2293	2265	1432	196	2205	1004	266	2356	208	2090	1142	1198	2035	1130	649	881	1049	2434	
1828	1751	380	343	1424	2461	2445	1351	1002	2010	69	1313	1243	1369	1532	2160	716	797	607	2367	1170	589	2439	2208	1169	1844	161	2174	2324	2449	651	2380	322	2026	1950	1266	644	1326	1661	8	1279	396	419	2480	66	2061	1350	1613	80	1273	
1461	2302	1338	1479	541	882	453	568	1156	278	1826	414	1331	2261	1688	1441	1234	1214	2378	28	1850	12	2272	1848	1920	2226	457	672	1417	2071	476	595	1977	1522	556	130	2030	540	740	2141	1829	1352	1833	1075	1122	2064	870	469	378	1600	
1046	520	873	2124	230	2437	1337	393	2394	838	1005	1725	182	1325	1449	1387	246	759	986	1404	1276	1824	2496	1415	1458	1794	1220	1645	546	1825	200	841	879	892	508	59	2476	215	763	2067	14	1272	1509	2073	17	1657	987	885	736	1410	
1107	1132	60	2088	176	721	2191	121	2210	312	2127	867	175	444	648	1627	636	2298	1683	766	615	2329	808	1397	1118	120	1589	2084	1301	291	696	204	1418	2117	219	1694	1092	2426	36	145	2254	1963	212	1467	1104	272	1452	660	1017	872	
1202	2199	836	1213	1123	2126	2179	1604	2180	1513	32	2263	407	1899	2148	674	363	77	671	1423	2493	1217	2428	942	1573	1882	1942	1393	142	1502	132	199	2157	581	1402	811	1782	888	995	654	73	97	384	1150	304	223	510	2112	999	1147	
1175	311	820	1695	269	2096	1158	1742	432	2054	1548	1280	1392	451	303	2401	1884	1073	1391	1779	703	1007	518	329	1023	2336	1360	1240	2211	2041	1820	2355	2381	1342	2410	397	2475	1511	1713	513	1044	236	430	1464	656	635	1091	1901	966	1948	
529	1998	1881	177	1451	4	848	738	565	1283	809	1662	460	1805	852	346	868	2228	1501	349	532	1278	2110	1544	2251	340	725	99	2361	1957	2348	93	1187	402	504	2446	298	1705	912	1367	667	295	2382	421	949	1738	784	19	1269	1872	
778	1119	1082	2075	1967	2331	1219	166	863	511	2140	2425	1483	2052	160	327	764	2242	1121	1074	2353	728	181	1372	234	6	2085	1739	1098	1282	1128	1060	1800	218	139	534	2086	2280	922	1371	1442	2366	1897	1318	745	1564	1726	11	357	994	
1250	251	479	2330	1523	2056	216	553	1806	86	178	936	2236	2396	1334	1253	560	1110	622	1165	1630	1885	2131	2247	248	2471	151	1766	702	448	1777	1616	537	1161	52	1264	441	2385	1861	1863	1225	2481	2239	2146	1798	108	587	1609	631	1803	
2219	2474	1054	1580	1960	2392	1339	1672	2099	1862	1718	1113	724	923	124	783	2	1852	1329	621	72	1308	1311	114	313	1871	791	203	450	1197	533	2232	2072	29	38	2028	2042	1062	2233	792	692	284	483	1539	996	1183	1295	542	1465	1230	
45	2125	2162	827	1556	737	1842	1381	55	609	492	496	2102	2004	1050	2118	1660	1817	332	273	254	1469	918	829	98	967	2389	1488	1903	289	2484	900	837	2344	1014	1038	1593	23	301	1854	612	335	971	1145	984	262	2008	94	921	1189	
640	2011	2339	1012	78	243	545	550	123	2092	2421	981	1398	616	1996	131	1116	884	1559	1159	919	1263	1916	500	2362	897	1555	585	154	1565	2049	2468	1080	1857	1124	1545	2365	865	473	1684	608	1231	920	1836	1001	1734	814	25	521	81	
2185	1138	886	2453	2470	1552	2063	1690	1560	624	715	1016	611	1125	1173	1990	2320	1737	392	955	1517	137	2250	2279	1160	2039	889	1126	91	112	2024	2276	285	350	292	1383	1875	1460	905	985	119	1931	712	1292	2483	1208	2268	2314	793	422	
1178	2443	668	1039	815	1773	866	1287	604	2111	1015	1520	935	1758	183	2397	818	516	1270	924	1078	2214	2343	235	2153	531	1562	1906	2332	226	2460	2216	2322	1792	1332	2171	1510	1647	591	359	1048	1747	2316	1595	833	2200	1528	1735	1930	2007	
1819	1490	1375	389	485	637	2248	2482	1306	256	1542	749	1396	1041	2436	832	1583	1796	2415	282	1426	978	1406	774	2351	368	928	1216	1809	398	598	495	2023	689	2377	602	2477	2068	2212	405	2076	810	699	408	1294	1466	789	1669	1575	2430	
972	1686	423	436	2044	67	1455	1540	1639	1808	354	523	2093	1834	909	819	1793	2145	1380	2427	41	307	1365	1774	1376	1389	558	1471	1100	515	321	1036	2376	969	174	1312	2349	308	1653	1869	1009	195	172	1524	917	729	2082	2333	2224	929	
1181	2275	211	619	22	1525	2181	1102	1527	5	2095	883	135	84	1677	2289	2335	2255	424	1537	963	1709	1492	758	92	100	16	796	1207	499	2132	1146	1610	170	1652	890	270	1642	1925	726	96	242	2312	2163	1701	2196	828	906	1830	1457	
514	2161	990	927	48	324	670	117	1316	1760	1983	842	1741	2150	51	1530	489	2419	2463	109	1042	564	1864	1588	1058	1320	189	1139	110	486	943	319	1257	1849	1179	1631	1212	1401	2182	627	676	415	1211	152	1489	228	713	56	1883	1011	
1839	1812	2135	1296	1171	659	751	714	502	2292	1873	1612	1832	1740	1259	1789	2267	1224	1209	2452	1722	1236	647	2487	1910	1443	42	2078	184	1711	147	387	1784	1131	781	1097	2454	2417	1487	562	979	1970	2154	1975	1238	577	1912	1111	87	1232	
1546	954	975	2284	339	88	2364	140	617	2308	1099	787	1617	743	2059	1944	280	43	1419	1378	1463	686	2337	1584	1858	277	467	1114	375	2158	2325	1966	314	2155	1096	1736	1813	104	2321	439	63	1195	1433	82	2231	192	374	1748	1328	323	
89	1427	1776	1534	2253	855	2352	2022	2386	1811	1106	580	1716	980	138	320	2100	1831	373	1665	681	352	390	155	13	2497	342	544	39	1356	265	1495	1551	2230	1729	730	134	1840	2234	913	1955	878	1361	2040	2213	111	365	2318	1168	1706	
1641	2002	1596	1037	2294	287	383	2190	213	1568	594	2223	2273	788	1579	1162	1932	705	1720	1538	1018	940	1364	103	1400	214	148	386	0	2066	1855	2350	61	2432	947	20	1620	438	1786	675	186	957	1865	1135	1985	1938	1934	328	641	1953	
2207	939	2186	347	830	1172	754	701	1248	1355	127	790	825	2000	1947	2221	2048	2287	2021	746	992	719	2372	2478	1597	572	630	700	916	1247	15	490	210	260	803	1134	1700	403	1614	1586	1281	1344	1673	1733	477	528	247	1141	1254	2240	
50	316	47	1086	2315	1999	2303	2204	775	341	2346	356	164	1704	369	862	2104	1395	1752	2103	455	1085	1594	795	75	2359	1482	1769	983	1431	1222	1379	1571	1072	1474	158	823	416	655	933	1409	2306	1649	2495	1056	239	1922	106	382	2370	
1696	2130	2271	2016	31	1651	1518	116	2252	409	2164	149	1176	2249	821	658	2069	198	2152	2114	1541	2009	864	2422	1795	283	1676	193	2080	1327	1581	1020	443	845	605	1335	153	1992	661	1286	1939	677	2300	1945	263	1185	512	445	372	679	
569	1153	18	2297	2043	1194	2187	2189	2399	95	1408	461	1304	376	202	227	1859	1933	1215	1728	1336	1952	334	27	2245	1670	10	1810	574	1117	2222	2347	1512	946	1237	704	1029	1891	325	2019	2237	30	1013	1486	835	1143	840	1095	1853	1536	
1783	2341	1895	858	412	62	549	381	620	1040	2270	993	2402	2274	2390	331	806	1968	1980	2455	2051	281	732	2005	85	1888	734	767	428	21	1860	440	125	2089	456	773	769	1699	2295	1628	2357	880	761	573	1438	2395	1874	229	2326	2285	
961	717	2217	209	959	1051	643	1362	1923	1475	1497	1428	1605	345	1070	1221	141	1666	812	899	1496	1059	2379	854	557	718	952	400	318	1373	2277	1190	1759	902	799	1632	1587	1772	895	1416	1268	1940	1984	1480	1576	849	2243	413	1251	2456	
1802	221	1727	1200	358	1315	2450	1140	1754	1454	1936	253	2371	225	536	1206	1557	853	1244	711	2488	1692	722	1076	2368	1843	1447	1691	126	244	2053	1981	1227	851	1288	241	2299	1978	2017	2195	1531	753	1519	1937	509	2115	650	2414	24	1755	
525	2097	2227	903	2257	2025	1109	932	1319	770	1913	2492	1763	720	1026	584	2133	1710	1323	2429	653	2050	2499	1034	2176	1284	458	2241	279	1241	960	875	249	362	709	2400	1715	2091	1164	497	2457	57	1958	1322	305	1314	739	1420	596	447	
68	1503	2098	420	33	896	1535	680	600	2046	2225	1856	371	1083	1412	2013	2464	2229	891	306	776	1359	1599	1061	2206	2283	1434	2262	1712	1591	1310	1619	360	1456	326	817	1028	593	1730	579	2473	2122	507	1103	1698	626	1607	315	673	1137	
1345	592	2109	344	1973	1271	2309	1201	2144	2192	1450	2087	1262	2167	1289	757	2398	685	488	276	2317	2188	7	1658	107	296	1446	831	1908	1634	1585	771	1245	695	1731	2442	1563	690	2363	1340	2296	231	632	1193	1445	613	1366	859	1305	925	
1529	1317	355	2288	1679	1021	599	1515	1384	1033	1235	288	893	731	310	951	217	597	1965	2407	1239	2058	1816	425	1771	1987	780	1550	1851	399	2129	1870	1066	1354	2387	2413	1689	2328	1226	1959	772	1893	1144	915	813	530	522	2156	1801	678	
1429	2120	694	1667	1625	1732	1582	1640	128	576	2079	1790	261	1388	385	129	824	245	1753	264	487	1347	1341	1299	1991	275	2128	1880	1394	816	136	37	1500	2029	2151	207	2137	1558	286	1962	1915	1167	2311	1022	427	2003	1804	255	1027	1781	
846	1077	1775	1174	665	491	2060	1303	1112	258	1324	159	1924	548	435	1385	168	122	1567	1904	1019	1297	843	982	191	2391	1841	1430	747	482	449	2269	1549	2338	452	877	1646	1629	1199	1886	834	1421	2406	1989	1951	2045	133	1664	1845	2123	
2246	901	2259	1611	1745	1570	333	1094	517	1592	2281	1974	1473	1929	697	1815	2462	232	1618	484	187	1838	2149	1818	538	1063	1615	1205	300	1623	2369	1439	379	1749	968	2193	956	2062	1045	330	1505	1708	1566	2485	914	1133	2215	762	1291	1507	
1472	1478	1889	669	179	1508	2465	388	2260	727	2006	1765	2218	645	257	173	2121	2388	662	570	58	1246	684	2373	857	418	1071	1900	723	1946	1499	406	2166	1390	527	1030	65	1090	1157	454	2282	79	2034	1717	1668	1909	629	494	437	1693	
1210	470	804	2469	1894	317	1468	2310	481	1941	1425	977	2173	1638	1986	297	2038	786	744	1746	561	2494	1407	710	1681	205	2466	2420	1827	683	1892	1363	71	1788	201	1572	871	102	807	524	1622	894	1309	991	1905	90	74	377	2202	2012	
302	938	1298	115	1088	1403	1180	1249	1358	1440	1000	1821	1188	1822	1093	2340	1182	1643	798	1807	839	2305	1961	1787	1797	1926	1744	2014	1724	1721	2065	1414	2405	338	1154	1081	401	1799	1504	1682	426	2424	466	930	1949	26	2258	567	2423	1087	
1846	652	1302	2244	2409	101	1252	2055	370	2256	1149	934	468	1993	1148	1914	768	682	1008	1052	782	480	2077	898	1163	1032	1547	1574	2220	1770	519	1258	623	1079	294	2451	2169	271	64	2304	2433	1707	9	2027	2313	1656	1343	2178	860	1223	
